coverage_id,snapshot_id,platform,source_file,source_row_ordinal,source_row_sha256,source_schema_version,source_surface,source_object_family,external_key,structured_path,source_context_key,parent_coverage_id,semantic_atom_key,concept_key,disposition,owner_candidate,representation_candidate,entity_level,value_shape,read_semantics,write_semantics,applicability_key,alias_of_coverage_id,evidence_reference,decision_reference,review_status,review_note
4bdaa323ac0119a28d599a05a72d88f9a180c05910350c2b092a94e481d07f38,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,12,5569b6d4690f3c509d6ed97bf6cef3333c1a0ee9189192662430e2e64ce0873b,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,brand,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=identifier_or_identity_semantic;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:brand,google_merchant:attribute:brand,REUSABLE_SEMANTIC,ProductData,processed_output_with_conditional_input_binding,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
4248ed38c6f25870ff012798e81efd2e1332ab08cb35a39927116e0eab458520,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,13,4c7236dd459b503573118ac720ca2af27abee9ed3bdf72877b62b31f3c4f2cac,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,canonicalLink,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=semantic_product_field;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:canonicallink,google_merchant:attribute:canonicallink,CHANNEL_SEMANTIC,Connector,publication_governance_or_link,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,queue:google_landing_url,DEFERRED_REVIEW,"Google-local publication semantic; no cross-platform equivalence asserted."
14bf1969372420c972fb74a787d3816910f4efb04fd6958caf92f062e4be3adb,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,14,499b5ca3565653dca4639dff8c683a751c1d8356d200db984bc06b011f39c4f1,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,carrierShipping,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=shipping_returns_domain;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:carriershipping,google_merchant:attribute:carriershipping,DOMAIN_CAPABILITY,ShippingReturns,publication_shipping_returns_capability,ProcessedProductAttribute,list,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
700939b83071b9762f6351cadc2a0541a55e2019cd386376146c60a7dc0513f2,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,15,4d3fbc15776054b5c9690b246bcc2365327578e9d52198f01d65f564c64d32e9,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,certifications,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=semantic_product_field;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:certifications,google_merchant:attribute:certifications,DOMAIN_CAPABILITY,Compliance,publication_compliance_evidence,ProcessedProductAttribute,list,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,queue:google_compliance,DEFERRED_REVIEW,"Google-local publication semantic; no cross-platform equivalence asserted."
1e024935895fd653a5d810e80ea9f7d7119cf56c952cc6a83230f3e134c59c07,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,16,5b734ba61d071ec4295dd3f7d94b753a5a3a7e81498449c158fd98769803d596,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,certifiedPreOwned,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=specialized_vertical_field:vehicle;vertical=vehicle,not_applicable,google_merchant:atom:attribute:certifiedpreowned,google_merchant:attribute:certifiedpreowned,CATEGORY_ATTRIBUTE,VehicleVertical,vertical_scoped_publication_attribute,ProcessedProductAttribute,boolean,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,queue:google_vertical_applicability,DEFERRED_REVIEW,"Google-local publication semantic; no cross-platform equivalence asserted."
119f1e7f8013ca1ebff66b84a7885d909a7bff8573b5a193263926276e39cd66,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,17,671da9ec8ba32a81ee951d01071b34b45381a954d16bc82f47b869b40b79212b,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,cloudExportAdditionalProperties,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:cloudexportadditionalproperties,google_merchant:attribute:cloudexportadditionalproperties,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,list,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
126ee571359ab9c16e4442a6c2ff513deb445b9d71006b222dadaa2f9a9d001f,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,18,89128123ac9db8300ac84b27a0c6b690ea4d6312135eda35b678e81ea2736d81,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,co2Emissions,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=specialized_vertical_field:vehicle;vertical=vehicle,not_applicable,google_merchant:atom:attribute:co2emissions,google_merchant:attribute:co2emissions,DEFER_DECISION,Compliance,vertical_compliance_candidate,ProcessedProductAttribute,structured,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,queue:google_vertical_applicability|queue:google_compliance,DEFERRED_REVIEW,"Google-local publication semantic; no cross-platform equivalence asserted."
b91696aec6bceb1b2f1b9a520f3c7ff0ad850f77488b1b4330797a7969f698dc,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,19,28264b06dc9d0de821e55f7fe907e7feeabadc26f757b5211e9fff076ecdc9b1,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,color,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=semantic_product_field;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:color,google_merchant:attribute:color,REUSABLE_SEMANTIC,ProductData,processed_output_with_conditional_input_binding,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
1c8fee2da930f58f9865e1a9bc6542fc8251fe924b20a77547ee24952bc718be,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,20,30c1f388f5c8b8185785cbed706f6834d01d307f972d31c415b1705704f89523,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,condition,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=semantic_product_field;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:condition,google_merchant:attribute:condition,REUSABLE_SEMANTIC,ProductData,processed_output_with_conditional_input_binding,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
f8ee39cb4aa9249d295c9654543d43fba4aa31de1ff9518e58c80a38886dc06f,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,21,4d480acc7adc8a1c7de55db5de44e1bd679b41be9e17b797dc4c1f74885193ce,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,costOfGoodsSold,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=pricing_or_commercial_domain;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:costofgoodssold,google_merchant:attribute:costofgoodssold,DOMAIN_CAPABILITY,Pricing,publication_commercial_binding,ProcessedProductAttribute,structured,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
cd1dd0314585938807323de83d707dd181063c88549d32197a677504827baa51,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,22,707d4ab959116692ffa980a32e3b62424ac970a891ed5ae04410ae6f4560e0f4,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,customLabel0,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:customlabel0,google_merchant:attribute:customlabel0,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
c8a1af847174ae3a093ded0f204503a5848cb95b433b4433a4ab8b8cee63c1ae,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,23,6509b38317ef5e79fe8eae26b2a05da548f56b716662b0182abca99e89df138d,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,customLabel1,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:customlabel1,google_merchant:attribute:customlabel1,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
5a9f9d6282206b00cda463732ebd3cf757d18391f1175c67ab30ad44a04b6536,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,24,24361a1e085e98d12ef798b4909919207119d31b71199e36bc00090d0adf273a,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,customLabel2,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:customlabel2,google_merchant:attribute:customlabel2,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
6532ec4461ef2d4c72ada50e13df1492195cb271dc447f238ed17ad7b46f1a86,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,25,8818e5b311812c1b2a7dd4354a324b2402cbcc5f1d3be4a2cfb29ff6006e3eaf,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,customLabel3,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:customlabel3,google_merchant:attribute:customlabel3,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
f9dd6bb7e20cab35fb0242ba1151adf28fd0ec48a46ea5de4ebf0e30f8e0dadd,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,26,43efaf855b52fdcc5f9d5f8b0c39265628e05a0bf59ed19ff13295ea5a9f6b5b,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,customLabel4,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:customlabel4,google_merchant:attribute:customlabel4,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
bb84d7aa7b7dbef44c527c86e9f2b2195051b31550eee648d5735a7aeda2882e,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,27,4027eb1eb8158393e65958e868ecc4241253f6291db318985ffc179ff08c02da,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,dateFirstRegistered,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_or_specialized_context;vertical=vehicle,not_applicable,google_merchant:atom:attribute:datefirstregistered,google_merchant:attribute:datefirstregistered,CATEGORY_ATTRIBUTE,VehicleVertical,vertical_scoped_publication_attribute,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,queue:google_vertical_applicability,DEFERRED_REVIEW,"Google-local publication semantic; no cross-platform equivalence asserted."
7e5999e4e9070c832b8f01026af6e786f1518fa507c8d0804982882c6bfbb883,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,28,ca32a786de6ff0a2a0b7ca22ac73730e56564d026655ca06a7ee225499179336,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,description,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=semantic_product_field;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:description,google_merchant:attribute:description,REUSABLE_SEMANTIC,ProductData,processed_output_with_conditional_input_binding,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
df8a17d55dafaf272ce0aa85df52f29ac7729303d4e798a668b4beb952e276bd,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,29,b8ee32929eaa41e1e2bc1bb23c9ff3daedb6746f61d158b10de182248140a58b,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,disclosureDate,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=channel_context;vertical=not_applicable,not_applicable,google_merchant:atom:attribute:disclosuredate,google_merchant:attribute:disclosuredate,CHANNEL_SEMANTIC,Connector,publication_channel_control,ProcessedProductAttribute,string,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,not_applicable,PROVIDER_VERIFIED,"Google-local publication semantic; no cross-platform equivalence asserted."
b8e46b1057269a592396f5c5e109f112ebad341f3e740b693f5ad59bb8b79427,google-merchant-v1-ad575f7aaa799d99,google_merchant,docs/data/google_merchant_products_v1_attribute_inventory.csv,30,9556b8e5b09ee46c6fc126487be0876ead89f2709020dae945eda6c5633df37c,"Merchant Products v1","Merchant API products_v1 ProductAttributes",ProductAttributes,displayAddress,not_applicable,layer=processed_product_output;input_binding=ProductInput.productAttributes;write_condition=Product_Data_Specification;classification=specialized_vertical_field:property;vertical=property,not_applicable,google_merchant:atom:attribute:displayaddress,google_merchant:attribute:displayaddress,CATEGORY_ATTRIBUTE,PropertyVertical,vertical_scoped_publication_attribute,ProcessedProductAttribute,structured,processed_publication_output,conditional_write_by_data_spec,not_applicable,not_applicable,https://merchantapi.googleapis.com/$discovery/rest?version=products_v1#products_v1,queue:google_vertical_applicability,DEFERRED_REVIEW,"Google-local publication semantic; no cross-platform equivalence asserted."
